t; gX; gY; gZ
215; -353; 69; 68
216; -346; 66; 58
217; -352; 75; 82
218; -344; 48; 56
219; -346; 53; 44
220; -351; 38; 57
221; -348; 68; 51
222; -336; 36; 77
223; -334; 50; 50
224; -356; 23; 65
225; -328; 87; 54
226; -331; 62; 47
227; -329; 57; 59
228; -354; 71; 67
229; -351; 51; 42
230; -347; 69; 60
231; -345; 53; 70
232; -334; 46; 59
233; -342; 26; 61
234; -376; 64; 56
235; -339; 55; 53
236; -346; 57; 51
237; -333; 68; 51
238; -354; 49; 60
239; -324; 55; 38
240; -351; 58; 79
241; -354; 66; 46
242; -341; 61; 63
243; -335; 45; 60
244; -343; 31; 70
245; -338; 47; 61
246; -342; 43; 68
247; -320; 61; 80
248; -343; 49; 60
249; -331; 58; 88
250; -336; 44; 75
251; -352; 59; 55
252; -347; 71; 71
253; -348; 53; 63
254; -339; 44; 69
255; -332; 51; 85
256; -342; 48; 60
257; -374; 38; 77
258; -334; 68; 58
259; -333; 51; 79
260; -337; 84; 79
261; -355; 49; 71
262; -343; 74; 82
263; -345; 31; 47
264; -343; 50; 57
265; -347; 62; 42
266; -326; 54; 65
267; -347; 34; 67
268; -345; 41; 60
269; -359; 68; 82
270; -335; 63; 68
271; -337; 56; 70
272; -342; 45; 47
273; -348; 47; 59
274; -330; 25; 52
275; -343; 46; 81
276; -334; 43; 48
277; -338; 69; 77
278; -317; 46; 72
279; -337; 84; 50
280; -320; 70; 56
281; -341; 36; 56
282; -326; 54; 76
283; -346; 53; 75
284; -349; 35; 56
285; -349; 76; 74
286; -331; 55; 59
287; -355; 23; 79
288; -325; 34; 70
289; -350; 47; 82
290; -324; 61; 47
291; -351; 45; 81
292; -313; 60; 73
293; -335; 54; 58
294; -339; 50; 77
295; -326; 39; 61
296; -331; 49; 63
297; -322; 58; 65
298; -329; 78; 61
299; -348; 87; 71
300; -338; 78; 72
301; -339; 57; 65
302; -335; 82; 58
303; -350; 31; 56
304; -333; 48; 50
305; -346; 61; 62
306; -345; 62; 52
307; -343; 74; 41
308; -353; 81; 50
309; -334; 60; 55
310; -343; 70; 63
311; -353; 62; 73
312; -341; 59; 67
313; -351; 66; 48
314; -348; 52; 61
315; -329; 68; 76
316; -349; 62; 51
317; -342; 53; 57
318; -370; 90; 56
319; -327; 66; 70
320; -343; 70; 66
321; -341; 50; 86
322; -335; 67; 74
323; -350; 59; 66
324; -331; 48; 61
325; -345; 61; 66
326; -331; 68; 52
327; -346; 51; 66
328; -345; 44; 71
329; -337; 62; 55
330; -332; 36; 55
331; -341; 56; 75
332; -349; 74; 67
333; -340; 31; 65
334; -353; 53; 38
335; -357; 70; 53
336; -350; 66; 55
337; -352; 57; 75
338; -339; 27; 67
339; -328; 58; 43
340; -332; 52; 47
341; -338; 71; 67
342; -349; 54; 63
343; -358; 52; 40
344; -337; 32; 65
345; -366; 38; 54
346; -348; 53; 54
347; -333; 57; 62
348; -345; 43; 46
349; -355; 65; 71
350; -370; 60; 50
351; -365; 54; 52
352; -348; 60; 88
353; -346; 59; 60
354; -335; 77; 60
355; -326; 36; 75
356; -353; 67; 61
357; -353; 64; 62
358; -334; 68; 61
359; -343; 41; 56
360; -337; 42; 66
361; -359; 43; 85
362; -348; 75; 64
363; -335; 64; 43
364; -308; 40; 69
365; -343; 63; 64
366; -342; 72; 69
367; -354; 31; 63
368; -343; 73; 70
369; -351; 58; 59
370; -339; 43; 66
371; -332; 48; 47
372; -364; 52; 57
373; -328; 49; 68
374; -347; 55; 62
375; -335; 42; 61
376; -349; 56; 73
377; -339; 63; 52
378; -328; 55; 76
379; -341; 66; 66
380; -327; 74; 69
381; -327; 57; 58
382; -335; 35; 74
383; -341; 61; 47
384; -320; 68; 65
385; -347; 63; 57
386; -340; 74; 64
387; -325; 66; 62
388; -329; 57; 75
389; -342; 57; 63
390; -322; 30; 42
391; -335; 43; 76
392; -346; 42; 70
393; -354; 65; 77
394; -343; 43; 73
395; -345; 74; 75
396; -323; 30; 71
397; -350; 47; 40
398; -349; 54; 81
399; -315; 72; 52
400; -337; 53; 82
401; -323; 38; 55
402; -316; 51; 69
403; -339; 29; 56
404; -349; 66; 70
405; -321; 66; 57
406; -336; 54; 48
407; -338; 66; 58
408; -364; 57; 62
409; -332; 43; 58
410; -345; 62; 78
411; -331; 40; 40
412; -319; 58; 65
413; -336; 60; 75
414; -344; 45; 59
415; -337; 35; 73
416; -338; 54; 58
417; -310; 57; 70
418; -344; 30; 52
419; -344; 42; 70
420; -341; 76; 71
421; -346; 49; 43
422; -348; 58; 33
423; -331; 72; 51
424; -358; 57; 61
425; -337; 39; 60
426; -317; 43; 75
427; -363; 67; 54
428; -336; 60; 46
429; -346; 32; 65
430; -348; 70; 57
431; -344; 57; 67
432; -338; 68; 61
433; -346; 74; 63
434; -334; 54; 56
435; -347; 50; 39
436; -350; 44; 53
437; -321; 83; 50
438; -344; 53; 60
439; -360; 52; 81
440; -354; 58; 39
441; -321; 50; 72
442; -363; 62; 66
443; -364; 54; 72
444; -328; 75; 55
445; -321; 42; 58
446; -354; 66; 56
447; -340; 65; 68
448; -324; 77; 72
449; -349; 43; 49
450; -353; 69; 55
451; -328; 51; 64
452; -336; 54; 69
453; -353; 29; 75
454; -332; 60; 58
455; -335; 50; 54
456; -331; 48; 84
457; -311; 73; 74
458; -361; 51; 61
459; -342; 40; 75
460; -343; 49; 79
461; -345; 48; 43
462; -332; 57; 69
463; -315; 47; 53
464; -358; 48; 56
465; -328; 57; 74
466; -324; 46; 67
467; -343; 52; 61
468; -343; 53; 60
469; -343; 41; 49
470; -330; 76; 56
471; -349; 36; 82
472; -356; 66; 67
473; -326; 28; 77
474; -352; 68; 75
475; -331; 61; 66
476; -321; 51; 68
477; -348; 58; 56
478; -337; 35; 57
479; -357; 71; 24
480; -354; 59; 43
481; -337; 72; 76
482; -346; 57; 57
483; -340; 41; 50
484; -338; 69; 55
485; -335; 52; 69
486; -341; 31; 66
487; -344; 48; 59
488; -339; 57; 67
489; -335; 32; 71
490; -332; 46; 50
491; -351; 59; 72
492; -333; 54; 75
493; -329; 47; 84
494; -357; 52; 95
495; -338; 38; 57
496; -334; 40; 70
497; -333; 71; 70
498; -335; 96; 52
499; -348; 55; 60
500; -339; 54; 55
501; -345; 45; 63
502; -348; 57; 65
503; -333; 39; 70
504; -341; 57; 55
505; -326; 42; 55
506; -328; 72; 51
507; -353; 55; 83
508; -350; 56; 38
509; -337; 49; 63
510; -346; 65; 62
511; -326; 38; 70
512; -349; 53; 69
513; -332; 52; 66
514; -357; 63; 50
515; -327; 53; 59
516; -345; 72; 73
517; -321; 54; 83
518; -331; 54; 66
519; -331; 62; 32
520; -339; 52; 44
521; -313; 58; 83
522; -348; 49; 59
523; -360; 57; 48
524; -346; 55; 34
525; -345; 67; 64
526; -324; 70; 79
527; -359; 47; 63
528; -332; 51; 50
529; -329; 65; 62
530; -344; 79; 50
531; -347; 38; 55
532; -337; 61; 71
533; -349; 65; 72
534; -321; 43; 65
535; -340; 51; 75
536; -352; 65; 50
537; -335; 48; 59
538; -333; 39; 47
539; -344; 56; 49
540; -347; 42; 76
541; -345; 64; 68
542; -336; 64; 62
543; -351; 60; 58
544; -350; 55; 53
545; -334; 59; 45
546; -328; 50; 64
547; -353; 62; 64
548; -333; 44; 70
549; -346; 75; 67
550; -328; 51; 68
551; -349; 59; 64
552; -348; 62; 58
553; -360; 54; 62
554; -311; 80; 53
555; -323; 15; 54
556; -351; 64; 72
557; -340; 62; 64
558; -349; 26; 61
559; -341; 77; 69
560; -337; 69; 55
561; -360; 47; 75
562; -347; 62; 54
563; -334; 56; 72
564; -340; 44; 72
565; -337; 58; 47
566; -345; 48; 44
567; -344; 51; 74
568; -333; 74; 73
569; -361; 41; 57
570; -325; 67; 50
571; -356; 80; 74
572; -356; 36; 77
573; -352; 41; 44
574; -344; 77; 72
575; -337; 45; 46
576; -340; 46; 58
577; -366; 30; 61
578; -360; 64; 84
579; -346; 65; 46
580; -342; 60; 53
581; -341; 53; 43
582; -324; 59; 61
583; -340; 71; 87
584; -347; 50; 46
585; -318; 23; 63
586; -351; 36; 59
587; -319; 38; 77
588; -317; 85; 39
589; -360; 68; 46
590; -333; 46; 60
591; -350; 45; 98
592; -344; 48; 59
593; -331; 29; 63
594; -345; 48; 62
595; -366; 73; 54
596; -362; 70; 54
597; -348; 54; 48
598; -323; 55; 66
599; -338; 32; 56
600; -335; 59; 65
601; -346; 49; 62
602; -344; 73; 45
603; -355; 48; 56
604; -340; 38; 55
605; -341; 52; 49
606; -341; 37; 61
607; -366; 57; 62
608; -332; 46; 57
609; -345; 47; 52
610; -328; 48; 75
611; -330; 43; 71
612; -332; 32; 52
613; -326; 55; 65
614; -338; 46; 70
615; -333; 48; 81
616; -360; 41; 71
617; -355; 62; 41
618; -354; 45; 67
619; -328; 51; 70
620; -342; 62; 78
621; -341; 69; 52
622; -345; 49; 72
623; -335; 45; 73
624; -354; 50; 77
625; -330; 66; 67
626; -344; 76; 71
627; -333; 44; 63
628; -345; 65; 59
629; -339; 28; 69
630; -329; 60; 65
631; -357; 47; 60
632; -351; 38; 77
633; -334; 63; 49
634; -345; 38; 58
635; -351; 40; 75
636; -362; 53; 56
637; -330; 71; 50
638; -343; 86; 59
639; -337; 53; 44
640; -341; 43; 65
641; -334; 58; 56
642; -326; 37; 51
643; -330; 36; 64
644; -346; 62; 38
645; -360; 55; 73
646; -328; 54; 65
647; -334; 63; 72
648; -346; 39; 51
649; -337; 60; 51
650; -336; 44; 53
651; -348; 79; 62
652; -340; 39; 64
653; -341; 73; 74
654; -355; 59; 65
655; -312; 54; 57
656; -316; 66; 54
657; -354; 63; 67
658; -354; 36; 64
659; -339; 61; 68
660; -356; 46; 55
661; -333; 56; 55
662; -336; 41; 72
663; -331; 78; 87
664; -361; 62; 75
665; -351; 60; 78
666; -338; 49; 65
667; -329; 73; 56
668; -344; 72; 64
669; -358; 30; 68
670; -333; 67; 70
671; -363; 55; 74
672; -333; 55; 82
673; -332; 50; 61
674; -350; 63; 58
675; -366; 51; 50
676; -336; 32; 48
677; -347; 39; 48
678; -335; 73; 63
679; -312; 60; 56
680; -330; 49; 58
681; -347; 43; 48
682; -335; 54; 82
683; -361; 46; 59
684; -362; 23; 54
685; -337; 58; 61
686; -357; 50; 44
687; -360; 62; 49
688; -336; 63; 51
689; -329; 67; 66
690; -338; 60; 73
691; -357; 53; 55
692; -331; 47; 75
693; -368; 58; 52
694; -352; 54; 43
695; -327; 79; 74
696; -319; 68; 58
697; -329; 41; 55
698; -337; 56; 53
699; -329; 35; 71
700; -359; 54; 50
701; -331; 53; 58
702; -351; 71; 56
703; -321; 64; 55
704; -334; 62; 66
705; -325; 58; 64
706; -336; 35; 77
707; -341; 46; 68
708; -340; 48; 57
709; -330; 51; 48
710; -341; 71; 72
711; -328; 72; 59
712; -353; 30; 43
713; -334; 70; 59
714; -331; 67; 68
715; -348; 57; 76
716; -350; 59; 74
717; -329; 60; 66
718; -338; 69; 76
719; -346; 33; 73
720; -345; 56; 61
721; -353; 63; 61
722; -331; 78; 55
723; -347; 33; 65
724; -349; 55; 83
725; -361; 79; 56
726; -328; 65; 37
727; -334; 76; 60
728; -377; 52; 78
729; -327; 68; 76
730; -339; 53; 56
731; -361; 56; 69
732; -357; 62; 83
733; -320; 76; 69
734; -361; 34; 86
735; -356; 66; 61
736; -342; 45; 46
737; -352; 48; 85
738; -364; 47; 35
739; -321; 31; 61
740; -331; 56; 55
741; -351; 23; 48
742; -336; 81; 71
743; -351; 71; 69
744; -347; 69; 77
745; -321; 72; 64
746; -347; 72; 78
747; -348; 69; 69
748; -348; 25; 63
749; -352; 48; 53
750; -322; 78; 67
751; -328; 73; 62
752; -336; 62; 51
753; -365; 70; 52
754; -343; 37; 57
755; -353; 58; 53
756; -344; 69; 60
757; -369; 54; 89
758; -336; 64; 65
759; -343; 34; 63
760; -333; 45; 58
761; -327; 60; 81
762; -344; 72; 76
763; -365; 63; 49
764; -334; 85; 62
765; -347; 61; 42
766; -331; 59; 54
767; -327; 77; 73
768; -340; 65; 69
769; -355; 55; 65
770; -322; 75; 53
771; -344; 79; 67
772; -331; 53; 65
773; -345; 75; 87
774; -322; 43; 68
775; -353; 41; 63
776; -352; 37; 74
777; -321; 33; 49
778; -363; 47; 66
779; -340; 51; 63
780; -344; 62; 72
781; -323; 43; 69
782; -362; 88; 60
783; -353; 64; 66
784; -335; 32; 67
785; -347; 73; 66
786; -351; 65; 92
787; -350; 48; 70
788; -349; 74; 65
789; -329; 53; 52
790; -327; 45; 61
791; -357; 37; 88
792; -348; 45; 71
793; -335; 63; 49
794; -347; 70; 80
795; -340; 57; 77
796; -367; 58; 63
797; -358; 60; 52
798; -351; 53; 62
799; -320; 72; 66
800; -346; 72; 69
801; -351; 49; 78
802; -318; 77; 61
803; -336; 57; 76
804; -347; 57; 45
805; -339; 41; 75
806; -366; 62; 57
807; -339; 38; 58
808; -340; 59; 64
809; -335; 52; 62
810; -352; 57; 51
811; -346; 45; 67
812; -335; 36; 67
813; -331; 43; 56
814; -338; 32; 67
815; -341; 50; 72
816; -355; 33; 46
817; -359; 43; 56
818; -339; 66; 52
819; -322; 58; 75
820; -319; 53; 71
821; -340; 50; 75
822; -328; 71; 30
823; -350; 49; 33
824; -333; 47; 53
825; -359; 58; 53
826; -340; 56; 54
827; -334; 27; 68
828; -337; 46; 51
829; -332; 41; 65
830; -336; 53; 76
831; -329; 79; 63
832; -350; 58; 70
833; -347; 36; 68
834; -340; 52; 79
835; -331; 33; 59
836; -318; 82; 36
837; -368; 66; 73
838; -325; 33; 92
839; -322; 50; 58
840; -347; 50; 56
841; -321; 58; 70
842; -329; 54; 69
843; -336; 52; 69
844; -352; 59; 61
845; -338; 46; 72
846; -334; 39; 67
847; -337; 57; 59
848; -346; 41; 55
849; -353; 61; 69
850; -356; 28; 58
851; -349; 37; 70
852; -349; 58; 69
853; -332; 42; 64
854; -333; 86; 59
855; -327; 48; 74
856; -334; 73; 67
857; -335; 44; 61
858; -342; 49; 66
859; -347; 55; 48
860; -333; 52; 74
861; -359; 30; 48
862; -346; 39; 64
863; -332; 53; 45
864; -355; 27; 64
865; -333; 33; 54
866; -331; 48; 57
867; -337; 35; 50
868; -359; 53; 49
869; -346; 57; 75
870; -347; 45; 65
871; -335; 48; 53
872; -361; 38; 52
873; -329; 64; 65
874; -357; 66; 70
875; -348; 71; 68
876; -333; 50; 56
877; -320; 74; 55
878; -345; 40; 60
879; -366; 53; 43
880; -340; 67; 47
881; -331; 50; 66
882; -337; 57; 63
883; -341; 48; 72
884; -338; 70; 54
885; -354; 69; 66
886; -344; 37; 66
887; -350; 62; 68
888; -356; 53; 78
889; -349; 44; 71
890; -360; 39; 64
891; -337; 56; 76
892; -339; 54; 52
893; -334; 49; 77
894; -369; 44; 28
895; -335; 60; 61
896; -332; 48; 78
897; -315; 43; 56
898; -348; 52; 57
899; -354; 54; 47
900; -341; 71; 73
901; -338; 76; 73
902; -313; 47; 76
903; -354; 48; 45
904; -336; 74; 47
905; -346; 54; 41
906; -318; 58; 50
907; -337; 50; 68
908; -328; 60; 62
909; -311; 75; 53
910; -345; 79; 69
911; -346; 26; 59
912; -335; 41; 49
913; -342; 39; 53
914; -317; 46; 54
915; -358; 53; 72
916; -336; 49; 49
917; -339; 48; 46
918; -331; 40; 58
919; -352; 63; 57
920; -341; 43; 62
921; -346; 57; 46
922; -340; 42; 57
923; -338; 69; 57
924; -328; 54; 42
925; -352; 55; 60
926; -339; 51; 49
927; -354; 43; 57
928; -326; 60; 67
929; -333; 48; 56
930; -324; 27; 69
931; -353; 40; 58
932; -329; 69; 55
933; -337; 54; 48
934; -327; 58; 52
935; -319; 53; 59
936; -354; 47; 56
937; -329; 74; 79
938; -310; 44; 53
939; -358; 37; 63
940; -343; 50; 59
941; -307; 69; 59
942; -350; 56; 68
943; -351; 45; 73
944; -366; 46; 89
945; -343; 52; 70
946; -345; 56; 69
947; -340; 68; 78
948; -351; 50; 52
949; -351; 79; 31
950; -355; 65; 58
951; -325; 42; 51
952; -348; 54; 49
953; -322; 31; 56
954; -347; 59; 57
955; -339; 28; 73
956; -348; 53; 56
957; -355; 37; 56
958; -354; 80; 57
959; -358; 29; 91
960; -347; 36; 46
961; -350; 50; 68
962; -308; 40; 76
963; -329; 47; 72
964; -344; 35; 45
965; -339; 60; 64
966; -351; 50; 46
967; -340; 67; 74
968; -357; 60; 69
969; -368; 54; 56
970; -336; 55; 57
971; -331; 56; 69
972; -333; 23; 69
973; -341; 38; 67
974; -339; 58; 77
975; -327; 81; 81
976; -332; 51; 60
977; -358; 49; 59
978; -327; 59; 69
979; -345; 63; 76
980; -327; 57; 73
981; -342; 70; 61
982; -356; 72; 74
983; -338; 47; 76
984; -327; 61; 60
985; -332; 64; 60
986; -341; 57; 55
987; -323; 56; 79
988; -341; 51; 78
989; -343; 75; 52
990; -334; 62; 69
991; -349; 77; 44
992; -349; 63; 59
993; -370; 82; 67
994; -328; 44; 63
995; -332; 40; 63
996; -346; 62; 67
997; -333; 21; 81
998; -330; 77; 74
999; -330; 38; 48
1000; -353; 61; 62
