t; gX; gY; gZ
272; -166; 13; 35
273; -175; 18; 33
274; -171; 31; 39
275; -175; 27; 33
276; -170; 38; 44
277; -173; 33; 36
278; -161; 35; 36
279; -167; 29; 32
280; -149; 27; 29
281; -171; 32; 37
282; -165; 30; 26
283; -163; 19; 32
284; -169; 26; 36
285; -171; 22; 34
286; -175; 34; 25
287; -173; 31; 29
288; -171; 25; 32
289; -179; 28; 29
290; -165; 36; 41
291; -171; 25; 26
292; -158; 26; 30
293; -176; 28; 28
294; -171; 32; 30
295; -171; 30; 24
296; -169; 22; 36
297; -162; 34; 32
298; -170; 36; 33
299; -166; 31; 41
300; -173; 24; 34
301; -171; 26; 30
302; -180; 30; 35
303; -180; 35; 32
304; -144; 28; 27
305; -166; 37; 31
306; -177; 31; 31
307; -170; 27; 31
308; -181; 20; 17
309; -172; 12; 39
310; -165; 29; 33
311; -164; 22; 31
312; -163; 24; 32
313; -173; 38; 23
314; -169; 24; 23
315; -174; 38; 25
316; -167; 33; 38
317; -167; 27; 24
318; -181; 21; 39
319; -180; 17; 33
320; -166; 28; 26
321; -179; 34; 25
322; -170; 29; 26
323; -171; 26; 32
324; -177; 36; 30
325; -172; 28; 28
326; -171; 22; 32
327; -179; 33; 33
328; -172; 20; 32
329; -175; 33; 33
330; -169; 36; 35
331; -169; 30; 38
332; -171; 34; 31
333; -175; 14; 26
334; -168; 28; 30
335; -168; 37; 24
336; -164; 36; 28
337; -173; 36; 38
338; -170; 29; 38
339; -166; 36; 26
340; -180; 27; 31
341; -164; 27; 29
342; -176; 25; 34
343; -168; 29; 34
344; -179; 29; 33
345; -175; 29; 38
346; -170; 33; 22
347; -186; 33; 30
348; -171; 17; 29
349; -168; 28; 36
350; -168; 25; 32
351; -182; 37; 33
352; -182; 27; 32
353; -173; 28; 34
354; -170; 27; 34
355; -162; 28; 40
356; -168; 18; 39
357; -164; 28; 32
358; -166; 36; 31
359; -171; 30; 30
360; -173; 17; 30
361; -181; 20; 35
362; -177; 31; 32
363; -171; 16; 23
364; -167; 23; 34
365; -160; 25; 42
366; -176; 38; 27
367; -189; 27; 24
368; -166; 51; 27
369; -175; 24; 30
370; -181; 33; 36
371; -160; 36; 39
372; -163; 39; 33
373; -171; 32; 35
374; -175; 20; 26
375; -163; 33; 30
376; -160; 27; 38
377; -175; 16; 20
378; -177; 24; 40
379; -174; 33; 34
380; -170; 20; 35
381; -164; 35; 27
382; -175; 18; 33
383; -175; 23; 41
384; -162; 24; 26
385; -178; 23; 30
386; -173; 25; 33
387; -162; 36; 33
388; -176; 33; 26
389; -171; 28; 27
390; -163; 26; 33
391; -179; 29; 26
392; -182; 23; 28
393; -166; 31; 31
394; -165; 12; 36
395; -173; 20; 34
396; -177; 23; 26
397; -174; 13; 30
398; -166; 26; 28
399; -175; 20; 31
400; -170; 41; 28
401; -185; 14; 23
402; -165; 37; 24
403; -169; 29; 39
404; -173; 27; 23
405; -173; 26; 20
406; -167; 20; 29
407; -180; 30; 29
408; -168; 34; 34
409; -174; 29; 31
410; -163; 33; 35
411; -179; 23; 29
412; -169; 31; 34
413; -174; 13; 26
414; -176; 41; 31
415; -175; 30; 30
416; -172; 34; 27
417; -172; 34; 25
418; -171; 32; 30
419; -168; 26; 30
420; -159; 30; 30
421; -177; 26; 21
422; -157; 20; 33
423; -164; 24; 35
424; -174; 6; 21
425; -170; 20; 30
426; -164; 23; 29
427; -172; 27; 37
428; -171; 13; 29
429; -170; 24; 32
430; -179; 24; 27
431; -174; 33; 25
432; -159; 37; 22
433; -173; 27; 37
434; -176; 41; 32
435; -163; 27; 30
436; -176; 19; 36
437; -169; 28; 28
438; -177; 36; 36
439; -173; 14; 29
440; -164; 30; 30
441; -168; 22; 28
442; -181; 34; 35
443; -168; 21; 35
444; -171; 31; 37
445; -166; 19; 27
446; -160; 31; 34
447; -174; 25; 43
448; -159; 24; 30
449; -177; 34; 25
450; -179; 22; 32
451; -173; 35; 23
452; -172; 34; 28
453; -167; 34; 38
454; -166; 27; 24
455; -165; 32; 31
456; -173; 33; 28
457; -169; 34; 18
458; -170; 15; 32
459; -170; 33; 36
460; -166; 27; 34
461; -180; 25; 27
462; -162; 30; 34
463; -179; 24; 17
464; -172; 27; 26
465; -172; 36; 24
466; -176; 17; 35
467; -171; 19; 28
468; -172; 29; 27
469; -169; 30; 36
470; -173; 32; 32
471; -177; 24; 40
472; -155; 21; 31
473; -173; 33; 31
474; -166; 37; 23
475; -169; 26; 29
476; -171; 33; 34
477; -173; 22; 28
478; -160; 26; 32
479; -167; 29; 36
480; -170; 30; 33
481; -176; 21; 30
482; -177; 13; 23
483; -166; 26; 34
484; -162; 27; 25
485; -170; 15; 26
486; -172; 17; 23
487; -172; 33; 35
488; -182; 18; 38
489; -169; 18; 33
490; -173; 35; 39
491; -177; 23; 21
492; -170; 13; 29
493; -177; 22; 30
494; -165; 30; 27
495; -163; 39; 39
496; -180; 33; 33
497; -171; 24; 34
498; -171; 22; 40
499; -168; 36; 20
500; -177; 27; 32
501; -177; 31; 34
502; -167; 25; 32
503; -175; 15; 21
504; -161; 34; 25
505; -176; 33; 27
506; -172; 33; 35
507; -175; 30; 30
508; -173; 19; 38
509; -172; 18; 34
510; -167; 20; 31
511; -179; 15; 34
512; -171; 11; 38
513; -174; 29; 34
514; -167; 35; 33
515; -173; 24; 26
516; -180; 29; 33
517; -170; 13; 32
518; -167; 35; 31
519; -169; 37; 31
520; -171; 30; 24
521; -168; 34; 32
522; -165; 29; 31
523; -180; 37; 28
524; -172; 30; 31
525; -165; 20; 32
526; -168; 21; 35
527; -171; 31; 35
528; -175; 35; 34
529; -172; 31; 32
530; -170; 39; 24
531; -171; 30; 32
532; -182; 31; 32
533; -180; 35; 25
534; -174; 23; 32
535; -174; 26; 37
536; -165; 21; 26
537; -177; 27; 37
538; -165; 22; 33
539; -186; 33; 26
540; -173; 20; 23
541; -157; 29; 18
542; -166; 22; 31
543; -181; 15; 37
544; -172; 33; 27
545; -162; 28; 21
546; -164; 31; 32
547; -177; 16; 34
548; -170; 28; 29
549; -169; 33; 35
550; -172; 27; 32
551; -167; 25; 31
552; -164; 20; 28
553; -176; 28; 33
554; -186; 25; 30
555; -181; 28; 28
556; -170; 32; 36
557; -160; 28; 36
558; -176; 30; 27
559; -161; 19; 28
560; -166; 20; 33
561; -168; 29; 31
562; -166; 25; 35
563; -168; 33; 35
564; -166; 29; 35
565; -179; 20; 22
566; -172; 26; 24
567; -173; 21; 33
568; -166; 32; 36
569; -168; 25; 31
570; -177; 23; 27
571; -169; 25; 25
572; -166; 36; 31
573; -153; 38; 35
574; -189; 27; 22
575; -174; 14; 31
576; -171; 23; 27
577; -173; 28; 36
578; -175; 25; 28
579; -161; 35; 26
580; -172; 33; 41
581; -172; 39; 31
582; -177; 20; 27
583; -177; 16; 31
584; -175; 30; 23
585; -159; 24; 38
586; -166; 27; 37
587; -166; 23; 33
588; -168; 22; 30
589; -181; 11; 29
590; -172; 27; 34
591; -178; 31; 32
592; -172; 26; 30
593; -170; 36; 36
594; -166; 24; 31
595; -176; 34; 30
596; -167; 35; 24
597; -182; 33; 34
598; -174; 27; 37
599; -180; 9; 30
600; -168; 32; 38
601; -166; 28; 28
602; -175; 29; 21
603; -174; 20; 29
604; -167; 27; 31
605; -163; 34; 29
606; -179; 15; 31
607; -171; 38; 30
608; -171; 15; 15
609; -157; 27; 35
610; -171; 33; 33
611; -172; 34; 27
612; -173; 31; 41
613; -174; 25; 25
614; -172; 34; 44
615; -167; 34; 33
616; -165; 29; 31
617; -155; 20; 27
618; -176; 31; 31
619; -173; 28; 32
620; -170; 25; 29
621; -168; 18; 41
622; -166; 42; 22
623; -175; 31; 26
624; -164; 38; 26
625; -169; 27; 39
626; -170; 32; 38
627; -163; 37; 44
628; -156; 31; 31
629; -168; 23; 34
630; -162; 31; 31
631; -171; 25; 17
632; -175; 23; 30
633; -161; 30; 30
634; -170; 19; 20
635; -169; 18; 28
636; -173; 23; 24
637; -161; 27; 35
638; -168; 28; 30
639; -171; 29; 33
640; -174; 20; 26
641; -177; 35; 30
642; -181; 37; 31
643; -171; 26; 32
644; -168; 33; 35
645; -170; 34; 15
646; -174; 31; 28
647; -167; 18; 29
648; -180; 23; 30
649; -172; 28; 30
650; -169; 29; 29
651; -162; 21; 27
652; -179; 22; 23
653; -160; 20; 24
654; -172; 28; 36
655; -165; 39; 41
656; -175; 33; 27
657; -169; 27; 43
658; -169; 29; 23
659; -169; 14; 30
660; -168; 32; 29
661; -178; 25; 42
662; -168; 28; 25
663; -185; 27; 38
664; -175; 37; 27
665; -180; 32; 38
666; -177; 35; 25
667; -167; 21; 44
668; -164; 29; 24
669; -175; 37; 18
670; -171; 35; 28
671; -158; 20; 17
672; -177; 36; 32
673; -181; 31; 29
674; -173; 40; 25
675; -163; 33; 39
676; -172; 21; 31
677; -171; 30; 36
678; -171; 36; 37
679; -172; 39; 25
680; -177; 32; 23
681; -173; 16; 32
682; -163; 31; 31
683; -165; 21; 31
684; -178; 20; 28
685; -175; 25; 29
686; -165; 12; 28
687; -176; 24; 36
688; -179; 29; 39
689; -181; 26; 29
690; -163; 32; 42
691; -161; 23; 27
692; -177; 21; 33
693; -176; 37; 38
694; -178; 39; 33
695; -174; 32; 22
696; -172; 28; 42
697; -173; 27; 35
698; -165; 18; 25
699; -168; 33; 40
700; -178; 32; 37
701; -175; 30; 22
702; -173; 30; 31
703; -172; 32; 36
704; -173; 26; 23
705; -175; 28; 29
706; -168; 34; 41
707; -166; 32; 29
708; -181; 30; 27
709; -168; 36; 35
710; -179; 33; 31
711; -180; 30; 32
712; -180; 21; 31
713; -185; 29; 26
714; -163; 35; 35
715; -164; 31; 35
716; -167; 31; 32
717; -170; 22; 37
718; -169; 31; 41
719; -164; 30; 27
720; -165; 24; 27
721; -172; 27; 36
722; -177; 29; 24
723; -173; 35; 33
724; -181; 31; 39
725; -171; 24; 34
726; -171; 26; 36
727; -169; 22; 26
728; -177; 22; 31
729; -173; 40; 33
730; -170; 26; 35
731; -176; 23; 25
732; -167; 35; 33
733; -172; 23; 33
734; -169; 29; 26
735; -176; 33; 31
736; -161; 26; 24
737; -162; 34; 38
738; -173; 34; 29
739; -170; 18; 31
740; -171; 33; 25
741; -173; 27; 24
742; -181; 25; 30
743; -168; 30; 30
744; -160; 25; 35
745; -176; 27; 35
746; -171; 33; 30
747; -178; 17; 30
748; -166; 15; 32
749; -163; 29; 22
750; -173; 26; 31
751; -165; 42; 32
752; -173; 21; 45
753; -171; 30; 22
754; -170; 28; 21
755; -174; 30; 32
756; -155; 31; 36
757; -165; 24; 34
758; -176; 31; 35
759; -173; 31; 32
760; -174; 23; 32
761; -169; 31; 33
762; -177; 39; 42
763; -174; 24; 23
764; -173; 33; 26
765; -174; 27; 33
766; -170; 28; 32
767; -167; 25; 28
768; -165; 31; 27
769; -174; 19; 33
770; -171; 23; 25
771; -180; 26; 28
772; -165; 30; 23
773; -164; 33; 32
774; -172; 16; 25
775; -164; 26; 34
776; -169; 39; 33
777; -168; 21; 31
778; -175; 33; 23
779; -176; 18; 26
780; -185; 25; 22
781; -176; 32; 27
782; -168; 24; 30
783; -170; 25; 33
784; -172; 31; 33
785; -170; 24; 27
786; -177; 15; 40
787; -178; 19; 36
788; -161; 23; 32
789; -175; 29; 30
790; -172; 33; 30
791; -171; 30; 39
792; -175; 30; 29
793; -183; 21; 34
794; -165; 20; 38
795; -175; 29; 37
796; -165; 36; 35
797; -169; 22; 40
798; -171; 23; 31
799; -168; 31; 40
800; -161; 38; 23
801; -166; 30; 24
802; -175; 26; 34
803; -161; 22; 27
804; -167; 36; 31
805; -164; 21; 25
806; -183; 24; 19
807; -178; 27; 21
808; -168; 30; 23
809; -174; 27; 34
810; -171; 30; 31
811; -172; 26; 24
812; -173; 25; 28
813; -156; 28; 24
814; -171; 21; 22
815; -172; 19; 28
816; -180; 34; 31
817; -169; 27; 31
818; -174; 22; 24
819; -170; 42; 17
820; -180; 27; 31
821; -178; 26; 26
822; -172; 25; 27
823; -169; 24; 31
824; -179; 30; 29
825; -183; 30; 25
826; -169; 36; 34
827; -157; 18; 36
828; -166; 25; 29
829; -178; 25; 23
830; -168; 26; 35
831; -179; 31; 27
832; -169; 23; 29
833; -154; 26; 22
834; -161; 30; 30
835; -168; 20; 25
836; -170; 34; 24
837; -176; 19; 28
838; -170; 34; 31
839; -173; 25; 32
840; -172; 34; 21
841; -181; 32; 27
842; -169; 24; 35
843; -178; 33; 23
844; -172; 18; 42
845; -175; 28; 31
846; -173; 23; 32
847; -172; 18; 33
848; -166; 25; 29
849; -174; 36; 21
850; -171; 34; 31
851; -169; 39; 22
852; -162; 29; 22
853; -171; 39; 36
854; -176; 40; 39
855; -169; 29; 33
856; -176; 42; 25
857; -177; 27; 28
858; -182; 24; 34
859; -163; 30; 31
860; -170; 24; 31
861; -169; 30; 36
862; -178; 17; 26
863; -166; 22; 37
864; -162; 33; 34
865; -176; 26; 27
866; -167; 17; 32
867; -176; 21; 37
868; -169; 42; 31
869; -171; 25; 38
870; -175; 27; 19
871; -168; 24; 39
872; -174; 30; 25
873; -178; 26; 32
874; -174; 28; 28
875; -172; 30; 32
876; -178; 31; 31
877; -171; 24; 24
878; -179; 26; 28
879; -168; 26; 36
880; -173; 31; 31
881; -169; 28; 34
882; -161; 26; 29
883; -170; 28; 24
884; -184; 32; 31
885; -179; 26; 30
886; -168; 22; 27
887; -161; 36; 32
888; -162; 21; 24
889; -174; 27; 22
890; -158; 26; 28
891; -168; 21; 31
892; -169; 39; 36
893; -185; 18; 45
894; -169; 23; 37
895; -175; 31; 23
896; -165; 30; 28
897; -170; 39; 25
898; -169; 23; 34
899; -176; 24; 30
900; -171; 27; 39
901; -172; 19; 19
902; -180; 27; 27
903; -181; 23; 28
904; -185; 15; 31
905; -170; 33; 26
906; -166; 30; 25
907; -169; 29; 36
908; -175; 31; 27
909; -173; 22; 33
910; -169; 34; 20
911; -167; 30; 44
912; -163; 30; 28
913; -166; 40; 29
914; -176; 27; 24
915; -169; 20; 24
916; -183; 35; 34
917; -168; 24; 26
918; -170; 23; 25
919; -167; 24; 34
920; -163; 34; 25
921; -179; 24; 35
922; -181; 23; 28
923; -167; 30; 30
924; -176; 33; 26
925; -170; 36; 25
926; -183; 27; 27
927; -175; 30; 41
928; -172; 22; 32
929; -172; 23; 23
930; -167; 19; 20
931; -165; 33; 34
932; -189; 24; 33
933; -172; 16; 28
934; -177; 15; 39
935; -176; 10; 32
936; -158; 28; 40
937; -163; 13; 26
938; -166; 36; 28
939; -163; 30; 30
940; -174; 26; 35
941; -170; 27; 28
942; -177; 21; 30
943; -169; 23; 33
944; -176; 25; 26
945; -175; 21; 41
946; -166; 36; 27
947; -168; 25; 30
948; -168; 38; 24
949; -160; 37; 38
950; -163; 36; 35
951; -177; 46; 38
952; -172; 35; 31
953; -174; 36; 23
954; -175; 19; 33
955; -171; 21; 28
956; -176; 29; 35
957; -165; 10; 33
958; -175; 27; 30
959; -176; 34; 35
960; -172; 36; 35
961; -175; 28; 35
962; -175; 44; 36
963; -161; 23; 41
964; -169; 19; 29
965; -169; 20; 33
966; -173; 27; 28
967; -167; 26; 33
968; -173; 24; 27
969; -170; 17; 29
970; -172; 27; 28
971; -174; 25; 30
972; -166; 28; 39
973; -173; 33; 28
974; -172; 24; 28
975; -175; 33; 22
976; -169; 26; 31
977; -162; 23; 23
978; -165; 37; 32
979; -172; 28; 31
980; -172; 21; 40
981; -174; 15; 30
982; -165; 29; 30
983; -168; 21; 40
984; -169; 30; 31
985; -163; 29; 35
986; -175; 25; 32
987; -163; 29; 29
988; -170; 22; 26
989; -187; 27; 38
990; -165; 30; 22
991; -174; 28; 31
992; -168; 35; 33
993; -169; 25; 32
994; -169; 27; 26
995; -175; 44; 34
996; -176; 23; 23
997; -173; 23; 33
998; -180; 22; 28
999; -185; 32; 31
1000; -170; 30; 35
