t; gX; gY; gZ
411; -45; 8; 10
412; -44; 6; 8
413; -43; 6; 10
414; -41; 10; 7
415; -45; 6; 9
416; -41; 3; 7
417; -42; 6; 6
418; -42; 10; 5
419; -44; 7; 8
420; -43; 7; 7
421; -41; 6; 7
422; -46; 9; 8
423; -45; 7; 9
424; -42; 8; 8
425; -43; 7; 3
426; -43; 8; 7
427; -43; 4; 8
428; -43; 7; 6
429; -39; 7; 5
430; -44; 4; 6
431; -42; 6; 6
432; -43; 6; 8
433; -45; 8; 8
434; -44; 7; 8
435; -43; 8; 7
436; -42; 6; 9
437; -43; 5; 7
438; -42; 5; 8
439; -41; 8; 6
440; -41; 4; 5
441; -43; 6; 7
442; -42; 4; 7
443; -45; 8; 10
444; -44; 8; 7
445; -40; 7; 6
446; -45; 4; 6
447; -44; 6; 7
448; -42; 8; 8
449; -42; 6; 8
450; -45; 3; 9
451; -44; 8; 7
452; -42; 7; 8
453; -39; 6; 8
454; -43; 8; 8
455; -44; 8; 7
456; -42; 6; 6
457; -42; 9; 7
458; -42; 8; 6
459; -40; 7; 10
460; -45; 6; 7
461; -44; 9; 11
462; -45; 3; 11
463; -46; 6; 7
464; -43; 4; 8
465; -42; 5; 9
466; -47; 8; 10
467; -44; 7; 6
468; -43; 8; 7
469; -41; 7; 8
470; -40; 8; 7
471; -43; 6; 9
472; -43; 5; 6
473; -43; 6; 8
474; -45; 6; 9
475; -46; 8; 6
476; -44; 8; 8
477; -41; 8; 8
478; -44; 7; 10
479; -45; 10; 6
480; -41; 7; 8
481; -44; 4; 6
482; -44; 8; 9
483; -44; 6; 7
484; -46; 4; 6
485; -44; 6; 9
486; -46; 9; 8
487; -42; 8; 7
488; -42; 10; 6
489; -44; 4; 6
490; -40; 7; 7
491; -42; 5; 7
492; -43; 9; 5
493; -43; 5; 9
494; -44; 6; 10
495; -42; 6; 4
496; -43; 9; 8
497; -43; 8; 9
498; -41; 4; 6
499; -44; 7; 9
500; -45; 7; 7
501; -43; 8; 8
502; -41; 5; 8
503; -43; 8; 7
504; -40; 6; 10
505; -42; 7; 7
506; -43; 7; 7
507; -45; 5; 7
508; -46; 5; 7
509; -44; 9; 8
510; -42; 10; 9
511; -42; 4; 6
512; -42; 4; 7
513; -42; 7; 7
514; -42; 5; 6
515; -42; 4; 9
516; -44; 9; 8
517; -40; 12; 5
518; -44; 8; 9
519; -41; 7; 6
520; -43; 6; 9
521; -42; 8; 10
522; -45; 8; 8
523; -43; 6; 9
524; -43; 12; 8
525; -44; 5; 8
526; -43; 6; 10
527; -44; 6; 6
528; -45; 10; 6
529; -43; 8; 9
530; -44; 8; 8
531; -45; 8; 6
532; -44; 8; 8
533; -43; 7; 6
534; -43; 7; 8
535; -44; 4; 6
536; -43; 8; 7
537; -41; 6; 6
538; -45; 6; 5
539; -43; 6; 7
540; -42; 7; 7
541; -45; 7; 8
542; -41; 10; 7
543; -45; 6; 6
544; -43; 5; 7
545; -44; 5; 9
546; -43; 4; 6
547; -42; 8; 7
548; -41; 3; 8
549; -42; 6; 7
550; -43; 7; 8
551; -42; 6; 8
552; -42; 8; 8
553; -44; 9; 6
554; -46; 6; 9
555; -42; 6; 7
556; -45; 8; 8
557; -42; 6; 8
558; -43; 8; 7
559; -38; 5; 7
560; -45; 6; 7
561; -43; 2; 9
562; -41; 4; 6
563; -44; 6; 8
564; -42; 7; 8
565; -43; 6; 8
566; -45; 7; 6
567; -40; 6; 7
568; -45; 7; 9
569; -44; 6; 6
570; -44; 5; 5
571; -40; 7; 7
572; -44; 6; 8
573; -43; 5; 6
574; -42; 10; 9
575; -44; 7; 10
576; -47; 7; 9
577; -43; 8; 10
578; -43; 10; 8
579; -41; 7; 8
580; -43; 8; 9
581; -44; 2; 6
582; -44; 6; 8
583; -43; 8; 8
584; -43; 4; 8
585; -43; 9; 9
586; -44; 6; 8
587; -43; 9; 10
588; -42; 9; 9
589; -44; 6; 7
590; -44; 6; 7
591; -42; 9; 5
592; -40; 5; 4
593; -44; 8; 7
594; -44; 5; 8
595; -43; 5; 10
596; -43; 7; 8
597; -43; 7; 8
598; -44; 4; 7
599; -43; 4; 8
600; -42; 5; 6
601; -41; 4; 8
602; -46; 6; 6
603; -40; 8; 7
604; -43; 5; 9
605; -43; 2; 6
606; -40; 6; 5
607; -44; 7; 6
608; -41; 8; 8
609; -41; 4; 10
610; -43; 7; 8
611; -44; 11; 8
612; -43; 7; 9
613; -44; 7; 8
614; -43; 6; 10
615; -44; 8; 7
616; -42; 6; 8
617; -47; 6; 6
618; -46; 7; 7
619; -45; 6; 6
620; -46; 9; 6
621; -44; 8; 5
622; -43; 8; 6
623; -45; 9; 7
624; -43; 8; 8
625; -44; 6; 11
626; -43; 9; 6
627; -41; 6; 8
628; -42; 5; 9
629; -44; 9; 7
630; -41; 6; 6
631; -41; 5; 8
632; -46; 3; 7
633; -44; 7; 8
634; -44; 7; 6
635; -44; 8; 6
636; -44; 8; 8
637; -43; 10; 7
638; -45; 5; 7
639; -39; 5; 5
640; -43; 9; 8
641; -41; 6; 10
642; -45; 6; 9
643; -43; 7; 6
644; -46; 6; 8
645; -41; 7; 8
646; -46; 4; 8
647; -41; 8; 9
648; -39; 7; 10
649; -41; 6; 6
650; -44; 9; 6
651; -41; 7; 7
652; -41; 4; 8
653; -42; 7; 9
654; -44; 5; 7
655; -44; 8; 8
656; -44; 7; 5
657; -41; 8; 4
658; -40; 6; 9
659; -43; 8; 8
660; -43; 2; 8
661; -44; 8; 8
662; -44; 5; 7
663; -42; 5; 6
664; -44; 2; 9
665; -44; 10; 5
666; -43; 6; 7
667; -43; 7; 7
668; -41; 9; 8
669; -42; 5; 6
670; -42; 6; 6
671; -43; 7; 7
672; -46; 7; 7
673; -42; 7; 7
674; -46; 9; 7
675; -44; 7; 7
676; -41; 10; 8
677; -43; 8; 8
678; -46; 7; 8
679; -44; 5; 6
680; -45; 8; 6
681; -41; 5; 6
682; -43; 5; 8
683; -43; 9; 6
684; -43; 9; 9
685; -45; 8; 7
686; -40; 6; 6
687; -45; 12; 7
688; -43; 6; 8
689; -43; 7; 6
690; -41; 9; 10
691; -44; 6; 4
692; -43; 5; 7
693; -42; 7; 9
694; -43; 5; 7
695; -44; 8; 8
696; -43; 8; 7
697; -43; 4; 5
698; -45; 7; 5
699; -44; 5; 7
700; -44; 5; 8
701; -44; 6; 7
702; -42; 5; 7
703; -43; 7; 8
704; -45; 8; 7
705; -45; 5; 6
706; -45; 6; 7
707; -43; 7; 9
708; -43; 5; 6
709; -43; 9; 9
710; -43; 7; 6
711; -42; 6; 6
712; -45; 8; 5
713; -43; 8; 7
714; -43; 7; 8
715; -43; 7; 9
716; -43; 6; 8
717; -43; 7; 9
718; -44; 7; 6
719; -41; 9; 7
720; -41; 4; 7
721; -42; 7; 7
722; -42; 8; 8
723; -47; 8; 9
724; -42; 7; 9
725; -42; 6; 8
726; -46; 7; 5
727; -42; 11; 8
728; -43; 9; 9
729; -43; 9; 9
730; -42; 6; 8
731; -43; 7; 10
732; -42; 6; 6
733; -42; 6; 6
734; -40; 4; 7
735; -44; 7; 7
736; -43; 5; 9
737; -45; 8; 7
738; -46; 6; 9
739; -44; 7; 10
740; -41; 8; 10
741; -43; 6; 8
742; -42; 6; 9
743; -44; 7; 8
744; -45; 4; 8
745; -43; 5; 9
746; -42; 7; 9
747; -45; 5; 9
748; -41; 9; 8
749; -44; 6; 5
750; -42; 6; 7
751; -42; 4; 10
752; -42; 5; 4
753; -44; 8; 5
754; -42; 7; 5
755; -45; 10; 10
756; -43; 5; 9
757; -43; 4; 9
758; -45; 7; 9
759; -44; 8; 6
760; -43; 8; 7
761; -41; 7; 7
762; -43; 6; 8
763; -45; 8; 9
764; -42; 6; 8
765; -43; 9; 9
766; -44; 7; 9
767; -43; 5; 8
768; -42; 9; 4
769; -45; 5; 5
770; -46; 10; 7
771; -44; 7; 9
772; -42; 3; 9
773; -42; 6; 8
774; -42; 5; 7
775; -41; 4; 7
776; -43; 9; 8
777; -44; 7; 8
778; -44; 6; 8
779; -44; 7; 7
780; -45; 6; 8
781; -43; 5; 7
782; -44; 4; 8
783; -43; 8; 7
784; -42; 7; 7
785; -44; 5; 7
786; -41; 8; 8
787; -43; 6; 8
788; -41; 7; 7
789; -45; 5; 7
790; -43; 9; 10
791; -40; 6; 7
792; -44; 7; 9
793; -41; 8; 7
794; -42; 5; 7
795; -43; 7; 8
796; -41; 8; 8
797; -46; 8; 7
798; -45; 6; 7
799; -42; 6; 6
800; -43; 7; 7
801; -42; 4; 8
802; -44; 8; 7
803; -44; 4; 5
804; -43; 6; 6
805; -43; 8; 6
806; -42; 6; 9
807; -43; 6; 11
808; -39; 7; 8
809; -41; 3; 8
810; -42; 8; 6
811; -43; 9; 7
812; -46; 4; 9
813; -43; 8; 8
814; -43; 8; 8
815; -44; 7; 9
816; -42; 6; 8
817; -46; 4; 9
818; -41; 6; 10
819; -41; 7; 6
820; -46; 6; 9
821; -44; 8; 6
822; -48; 4; 6
823; -43; 7; 8
824; -42; 7; 10
825; -43; 8; 7
826; -44; 7; 6
827; -42; 7; 6
828; -43; 7; 8
829; -40; 6; 7
830; -43; 8; 10
831; -44; 5; 6
832; -42; 6; 8
833; -44; 6; 8
834; -46; 4; 8
835; -43; 2; 8
836; -45; 8; 6
837; -41; 7; 9
838; -39; 6; 8
839; -44; 7; 7
840; -45; 7; 8
841; -41; 10; 7
842; -46; 9; 8
843; -41; 7; 8
844; -42; 2; 4
845; -43; 8; 8
846; -42; 8; 8
847; -40; 6; 7
848; -42; 8; 7
849; -43; 7; 9
850; -44; 9; 7
851; -41; 9; 7
852; -42; 5; 9
853; -43; 8; 10
854; -42; 0; 10
855; -44; 5; 6
856; -41; 7; 10
857; -43; 4; 7
858; -42; 10; 7
859; -42; 9; 8
860; -44; 5; 8
861; -42; 6; 7
862; -41; 3; 8
863; -38; 6; 6
864; -41; 8; 6
865; -40; 5; 7
866; -46; 7; 8
867; -44; 8; 6
868; -45; 10; 6
869; -44; 8; 6
870; -46; 6; 6
871; -42; 9; 11
872; -45; 6; 9
873; -43; 10; 9
874; -46; 7; 5
875; -41; 6; 6
876; -43; 8; 3
877; -44; 5; 7
878; -43; 4; 9
879; -43; 6; 9
880; -41; 8; 8
881; -45; 6; 6
882; -43; 7; 6
883; -43; 7; 6
884; -43; 8; 9
885; -42; 3; 8
886; -43; 8; 9
887; -43; 5; 5
888; -43; 6; 8
889; -43; 8; 7
890; -44; 7; 9
891; -45; 4; 9
892; -43; 10; 5
893; -41; 6; 8
894; -42; 8; 5
895; -41; 7; 6
896; -44; 6; 9
897; -43; 7; 10
898; -42; 6; 6
899; -43; 6; 8
900; -44; 6; 8
901; -43; 8; 6
902; -46; 5; 8
903; -42; 5; 4
904; -42; 6; 8
905; -44; 6; 6
906; -41; 5; 8
907; -45; 7; 7
908; -45; 4; 9
909; -42; 5; 11
910; -42; 6; 6
911; -44; 9; 7
912; -46; 5; 7
913; -41; 5; 8
914; -45; 7; 6
915; -45; 6; 7
916; -41; 7; 8
917; -42; 6; 8
918; -43; 5; 8
919; -44; 8; 7
920; -43; 7; 8
921; -43; 8; 7
922; -43; 9; 6
923; -43; 7; 4
924; -42; 6; 10
925; -44; 7; 7
926; -43; 6; 6
927; -43; 8; 6
928; -45; 9; 7
929; -43; 7; 6
930; -44; 7; 6
931; -41; 5; 7
932; -41; 4; 6
933; -44; 7; 8
934; -46; 5; 10
935; -45; 7; 9
936; -43; 6; 8
937; -44; 6; 7
938; -46; 8; 7
939; -46; 5; 7
940; -44; 8; 10
941; -43; 6; 8
942; -44; 8; 8
943; -45; 7; 8
944; -44; 8; 7
945; -40; 9; 7
946; -42; 9; 5
947; -43; 5; 8
948; -44; 7; 7
949; -45; 6; 9
950; -40; 4; 5
951; -43; 4; 8
952; -43; 4; 8
953; -43; 7; 6
954; -42; 10; 6
955; -43; 9; 9
956; -42; 6; 6
957; -42; 6; 7
958; -42; 8; 9
959; -44; 8; 6
960; -42; 8; 8
961; -45; 10; 8
962; -43; 8; 8
963; -43; 4; 9
964; -43; 7; 6
965; -44; 8; 8
966; -42; 4; 9
967; -45; 7; 7
968; -42; 8; 9
969; -43; 5; 5
970; -42; 9; 8
971; -43; 9; 7
972; -42; 7; 4
973; -43; 9; 7
974; -44; 5; 9
975; -43; 8; 5
976; -42; 8; 6
977; -44; 8; 9
978; -46; 8; 10
979; -44; 8; 7
980; -44; 7; 11
981; -43; 10; 7
982; -43; 8; 7
983; -43; 6; 6
984; -45; 5; 6
985; -43; 5; 7
986; -43; 6; 9
987; -42; 4; 6
988; -42; 5; 6
989; -42; 8; 8
990; -46; 7; 9
991; -42; 7; 8
992; -41; 8; 8
993; -39; 6; 6
994; -45; 4; 5
995; -45; 7; 6
996; -43; 5; 8
997; -43; 4; 8
998; -42; 7; 6
999; -43; 5; 10
1000; -41; 6; 7
